Subcluster_id,Q-score,No_of_motifs
401,0.26226690414519394,8
144,0.26165075847473285,4
235,0.26113600535859705,10
420,0.2600151313219209,4
431,0.2596874714503716,7
512,0.2586728382086628,4
821,0.257898355815898,5
990,0.2578538903069235,4
224,0.2578319804347788,6
218,0.25642542548982405,5
726,0.25641077212111474,7
409,0.2516923691150342,6
861,0.25130984950005636,6
764,0.25124247304736763,3
268,0.2511595675528132,6
954,0.2509256655285633,3
110,0.2505778438063999,4
907,0.25012719318977583,8
306,0.24998759841196452,4
716,0.24986126319527113,5
631,0.24963134987149566,7
54,0.24902859363870872,6
822,0.24836606457793287,4
633,0.24798323566209501,5
433,0.247693969795464,7
305,0.2476630384831912,8
903,0.24741315201925085,5
364,0.24674732231919339,3
796,0.24667987704418903,14
568,0.24660419791936455,2
754,0.24642128073664085,5
285,0.24568934317790986,9
12,0.24564879056086997,7
713,0.24536158238698655,4
651,0.24463987539526286,6
139,0.24420146554738495,8
160,0.24359872815342193,6
324,0.2433882873897844,7
511,0.2430889114521307,3
334,0.24271204944905994,9
700,0.2424897013323919,5
183,0.24231488935967324,12
164,0.2409502687429619,11
704,0.2405652316986739,3
711,0.23942456749462,3
570,0.2394160676990712,3
226,0.2390153065818994,7
435,0.23894619589397947,3
113,0.23879671392015958,8
220,0.23735588927120888,7
984,0.23685507743142853,5
320,0.2364652791174566,8
929,0.23618701786143947,2
927,0.23535792275255196,4
583,0.23491642531455925,5
248,0.23484739193727017,6
569,0.23479903603915345,5
714,0.23446556883226782,4
302,0.23415238096109314,4
88,0.2334384737593977,8
986,0.2329123198193988,11
596,0.23224406923721544,3
862,0.23171176722315118,4
592,0.23147048050152755,3
765,0.23126918879061642,2
701,0.2312446687415076,4
748,0.23082912811480255,2
904,0.2303694709158074,13
145,0.23004786702636965,2
774,0.2294087813862721,4
168,0.22926913807543872,8
254,0.22900059796629763,11
520,0.22857908773039748,5
837,0.2283123925669811,4
32,0.22793786593528226,2
963,0.22764687484033774,7
552,0.22740869538272818,3
370,0.22739830871068425,6
934,0.2273176310050117,3
894,0.22707666052827474,4
755,0.22634025014769776,7
43,0.2262998397366427,7
498,0.22596356165764722,5
866,0.22522120561432654,3
19,0.22519504099866441,7
4,0.22516357410122356,4
543,0.22509415788993908,3
471,0.2241682346941096,11
128,0.2232787429983681,5
812,0.2231018814515608,4
740,0.22288089314643122,3
832,0.22211176301898494,5
256,0.22191048502581168,4
135,0.22144022549816625,11
553,0.22118958432374675,11
1006,0.22093854887026826,3
460,0.2206888261547055,6
188,0.220098991298387,7
808,0.22001854416367744,5
199,0.21972127403006364,4
467,0.2195526801873104,7
297,0.21942482365344773,5
663,0.21931552322372488,2
637,0.21924481527497064,3
508,0.21916832036964912,11
68,0.21777829526861034,2
656,0.21774326172957945,3
612,0.21769316905706626,4
53,0.2173280279659323,7
283,0.2163028417453053,9
835,0.21628935813701344,5
443,0.21620164836686112,4
436,0.21605615158600852,7
238,0.21569570830280765,3
857,0.2156904967925325,6
333,0.2153984758243403,11
932,0.21374289233288657,4
49,0.21358141731668956,8
167,0.21332359354085645,6
994,0.21297247204803826,3
560,0.21274996938836416,8
759,0.21254425958490336,4
966,0.2120485355233762,3
45,0.2119070459014475,16
930,0.21150365559043222,6
542,0.21145621057143726,4
884,0.21138909870457084,9
948,0.21134446854352756,5
90,0.2112786443890673,13
395,0.21118057483041022,11
625,0.21094851920170404,7
252,0.21055671535787612,4
850,0.21032682298318686,8
826,0.21009849453899504,8
459,0.2097203806528204,4
630,0.20964907325614301,4
977,0.20824442793479261,3
357,0.20778893056806444,8
322,0.20778213729379932,4
100,0.20772077456237673,21
379,0.2074733402180418,7
476,0.20718927692209255,8
729,0.20625743656493514,8
369,0.20619032533395618,7
62,0.20613459256165773,7
744,0.20592961405522403,4
834,0.2056442294240714,6
33,0.205490268816098,3
310,0.20541449281763322,5
40,0.20537712443122166,10
343,0.2052600964842807,5
576,0.20466927107034927,9
215,0.2039054086024132,4
603,0.20351597913512398,6
314,0.20339992159194384,6
864,0.20337934915817985,4
446,0.20314281105659715,7
987,0.20303839884006789,8
793,0.20289947650636175,4
173,0.20236586702912632,5
204,0.2018272138214659,5
550,0.20155024129156202,7
843,0.20153902030581083,11
117,0.2011109061361253,5
27,0.20092899842253883,8
737,0.2001755197466602,7
296,0.19969002439803935,8
450,0.1995973142580096,8
25,0.19914091708821818,9
899,0.1985733196086202,5
786,0.19844820684658723,2
50,0.1983520786020124,5
643,0.1982666853235711,8
478,0.1981389584524612,3
60,0.19761497408400028,12
29,0.1974721373332497,6
311,0.19741682011165756,6
976,0.19724226555852115,5
397,0.19695846353110918,5
739,0.19673317724687123,4
410,0.19669493705459423,7
142,0.1963832368034515,5
745,0.19630021068524883,4
38,0.1955624175508591,12
225,0.19472443297624553,4
341,0.19422873754025888,15
712,0.19320733585046457,2
962,0.1931822493167581,4
921,0.1928484640745947,8
1010,0.19268078990266163,7
858,0.19261068534460837,4
336,0.19240058959269427,6
124,0.1912790443959982,11
56,0.19085917261327517,11
770,0.19084087398447028,4
18,0.19033783528638648,4
868,0.1894143632755524,3
957,0.18932971610353033,4
487,0.18896739670239227,5
228,0.1888268333362348,6
157,0.1887869110906113,7
867,0.18852877174641824,8
57,0.18800730605137528,5
940,0.18792770886919502,2
769,0.18782233571005802,6
71,0.18771625619430454,10
404,0.18745178150197045,8
493,0.18688369335807573,6
358,0.18676009552432654,5
661,0.1863664314377828,14
888,0.18559024098305293,2
979,0.18555191528271786,5
629,0.18533375985544867,7
48,0.18419571040014837,3
458,0.1841552097813855,11
865,0.18408840242805719,5
366,0.18394874101605385,8
692,0.18379009918220068,3
952,0.18328243262335084,2
280,0.18299241541275713,6
577,0.18248384983702695,4
396,0.18237359079230855,4
911,0.1820221264276914,3
63,0.18199132365915704,6
741,0.1819365352896084,3
795,0.1813170117008287,3
166,0.1813044693111383,4
906,0.1812054352997884,2
848,0.18095537103280637,8
556,0.18069432923066264,7
558,0.1806595925362034,3
276,0.18050065406394397,5
266,0.18032372460247306,3
521,0.1790087424495621,5
444,0.17886073935034866,2
775,0.1787544024904699,3
723,0.1787494772807911,9
300,0.178551500134068,7
660,0.17821753404184376,3
11,0.17784405860804026,9
277,0.17767223385745995,5
1013,0.17756922001287578,3
344,0.17708723660098147,13
616,0.1769463162430196,5
995,0.17668097039834224,3
424,0.17643493483848877,8
983,0.17590369108350262,3
627,0.1756675163830913,7
806,0.17526246212848146,3
538,0.1752436780027217,3
811,0.1736018978267912,6
825,0.173267701940605,2
586,0.1732095471055463,6
958,0.17313183580604644,5
439,0.17296302408190045,4
416,0.17212536654798147,7
482,0.1720205907408885,5
507,0.171487358729222,13
455,0.1708707081658245,11
673,0.17083368020273812,3
790,0.17068355314540012,3
259,0.17026909563267686,10
890,0.17017508624509886,3
127,0.16964814801573636,8
973,0.16963056023516204,9
539,0.1696185749413687,9
163,0.16935001413002493,5
301,0.1686868247746881,7
354,0.16859591899428103,5
532,0.16803910301541503,3
896,0.16749047847664855,4
413,0.16724395072889114,7
728,0.16676550500937792,6
703,0.16614576595915315,7
72,0.16607288398941455,5
718,0.16581886038757554,4
839,0.16466382347077774,5
686,0.16450732875852406,3
1009,0.1644680811453746,4
1003,0.16429520267383244,5
475,0.16339626083469252,9
251,0.16282679951496787,7
513,0.16279952426068056,4
329,0.16242596923095948,2
598,0.16237744844868202,4
198,0.16228741370925692,4
1000,0.16182686942690094,6
422,0.16115625510775575,4
914,0.16040768717518564,7
230,0.15938407720717676,3
622,0.15917544677074735,11
269,0.15866207889976774,7
429,0.1584427199570252,4
82,0.1556819948296691,17
1012,0.15492588989945555,3
239,0.15414661395073498,6
638,0.15386189433186728,3
262,0.1534012803539271,10
170,0.15335682435766712,5
809,0.15333077273647,2
873,0.15319229679308133,5
736,0.15294816568465258,4
900,0.15243028036465028,4
997,0.1519909837676016,4
814,0.1515689539795501,4
24,0.15077944205628607,7
805,0.15025089987734835,3
477,0.15024133609900414,11
891,0.14968297161072375,9
250,0.149042416927924,5
913,0.14853436588345809,5
636,0.14802550436998688,4
290,0.14796679085562273,11
272,0.14724350925609603,6
677,0.1462367776831295,6
533,0.146118004606554,7
196,0.14568472868522978,6
20,0.14504227718622542,5
8,0.1449361599849699,6
605,0.1432607195114637,4
773,0.14321227918387444,3
949,0.14232836019030454,5
3,0.14172333662574804,6
689,0.14050813802100015,6
820,0.1403591764902333,6
829,0.13960446859291578,4
746,0.13945956921990094,6
610,0.1386287354890233,4
287,0.138248616578114,5
870,0.1375815900180375,2
530,0.13701249311893882,6
699,0.13656670366499507,4
536,0.136149219859652,7
497,0.13470701907308852,5
253,0.13456076758415902,7
683,0.13445336454570422,7
696,0.13341791155670185,3
845,0.1328867366755238,3
97,0.1328833906941273,5
667,0.1321633949593311,3
747,0.13212188154379448,3
964,0.13205303506698246,2
760,0.13200300945320706,2
574,0.1316424412680306,4
563,0.13121145364137415,3
730,0.1310329388216125,6
674,0.13094243559230623,3
872,0.13032347902809807,7
102,0.12992038909580178,5
232,0.12931668321818707,23
231,0.12918184967324026,2
255,0.12901315620460818,7
575,0.1290122320127673,12
481,0.12863027719656844,3
562,0.12818382239724235,3
406,0.12792408111834258,5
360,0.12677034978578497,8
684,0.1264782419265759,6
960,0.12571399250024706,3
260,0.1246466166979012,7
985,0.12460394313067233,3
402,0.12453239897198774,4
325,0.12447791264039727,8
28,0.123562644202592,5
969,0.12302276492293814,2
104,0.12229626253208498,3
946,0.1202909144606823,2
2,0.11918686601042171,4
645,0.11917328722757195,9
619,0.11898876186564132,3
810,0.11834554358157617,4
359,0.11805805349003169,5
192,0.11770979825192229,2
121,0.11770585603630779,8
715,0.11728956137357056,7
762,0.11494320659154926,5
222,0.11348995046485998,2
662,0.11297937608094694,3
107,0.11147484038673557,2
895,0.11125447077228755,5
515,0.11063461123998786,3
244,0.11043929591975371,7
779,0.11033919663440074,2
353,0.10973097726910117,4
993,0.10944567774061155,3
426,0.10527364761477043,3
307,0.10449854066381219,9
561,0.10192543145708627,5
788,0.10100707834382713,4
968,0.10061342791424714,3
639,0.1004576982377342,3
292,0.09911783732774024,10
602,0.09842962839875129,4
1004,0.09772549458794741,4
840,0.09718505322242144,4
177,0.09491470875109563,5
488,0.09264705280436134,3
194,0.09229126484003863,7
221,0.09223171796357232,2
664,0.09135440695812383,4
878,0.09098589919806684,9
490,0.0874692637200955,4
749,0.08723147845829078,3
761,0.08660959163240742,2
349,0.08531437852397158,3
874,0.08441432634074741,4
855,0.08405083206791361,2
465,0.08392851880845935,7
981,0.08073368331951963,3
797,0.08025367751139498,2
16,0.07688360092289243,8
1005,0.07396171277303024,2
327,0.07355809812985867,3
351,0.07336394760202292,2
937,0.07176681720706932,2
676,0.06893312970710365,4
707,0.06889362615779361,4
373,0.0680870355075967,3
665,0.06727541754236123,3
399,0.0632096910810303,3
851,0.06071367544782684,2
579,0.05974528629994422,3
445,0.05888145516157922,5
849,0.05865013634745897,2
785,0.055468078787709714,2
186,0.04992203780631038,3
733,0.04987324967784593,5
122,0.04832355725435655,5
80,0.047932377827362774,2
853,0.04659816908748736,2
573,0.044380976920948584,4
387,0.04423811580402376,4
34,0.04245869546610742,3
206,0.037722321872444835,2
901,0.03469875159498623,5
721,0.03463811591054789,3
595,0.033767376099432256,3
893,0.032713357637508315,3
953,0.03156305034997683,2
710,0.030323012588868922,3
831,0.027426666803085337,2
917,0.02741116905352732,2
67,0.02708098493399727,4
600,0.02630562324169621,2
724,0.01825880697840461,3
922,0.011005446447261383,2
646,0.009607354208799414,2
64,0.008053530766711739,5
671,5.4991154185807245e-05,2
452,-0.0012275110346078588,3
694,-0.014481060689403968,3
650,-0.01504752213251978,2
578,-0.04317620382568413,5
885,-0.061694414664062336,2
961,-0.07270897066141627,2
