Subcluster_id,Q-score,No_of_motifs
888,0.45008148644820184,4
805,0.44867103182388207,5
611,0.4486080754385153,10
1032,0.4483266293311805,4
1109,0.44825681131992234,7
1265,0.4481208824310674,4
408,0.44774460468091537,10
438,0.4470504472521093,7
999,0.4465202750728939,7
431,0.4465026665604512,4
450,0.4464714990310201,3
65,0.4464080423210613,9
404,0.44625491111572707,4
2304,0.4457078426651076,8
741,0.44559406735238993,6
700,0.44557850190622184,6
1141,0.44533547314030353,11
515,0.4447901384444696,8
2190,0.4445448346288214,4
1083,0.44444515411267466,4
750,0.4438922707625217,3
1791,0.44366705814295543,4
418,0.4433988870849331,6
659,0.4433776385537581,4
1512,0.44293262350406815,6
897,0.44275436443851274,7
141,0.4424267420218944,5
708,0.44203756267827676,4
49,0.44163840187763814,4
1586,0.4412003507356146,5
1811,0.441093094584668,4
1556,0.44032341395221547,3
1639,0.4396606608526679,4
1768,0.4391299702933382,3
1778,0.43902171761605,6
113,0.43851807684847144,6
1040,0.4381556140428761,5
954,0.4379708212758682,6
313,0.437747200561373,4
216,0.43768923024157985,5
807,0.43736617660755317,7
697,0.4371047085986629,8
1332,0.436657799971921,3
641,0.43633519876471183,6
1520,0.435972593595854,6
1862,0.4358575230169346,3
451,0.4349148936400899,3
760,0.43490210852505595,4
618,0.43489144854406936,7
1894,0.43488498487290705,3
1177,0.4343685735707197,5
916,0.4338871094048787,3
357,0.4338747109570835,7
428,0.43383161165546674,5
306,0.433583819549895,4
1786,0.4316309552947008,4
1056,0.43037326820086724,8
2126,0.43024065057902816,5
2373,0.42971095457355335,4
301,0.4294562599043212,3
1828,0.4289378123028471,2
2002,0.4264793991730726,6
2066,0.4258147041202654,2
1457,0.42556001574311264,4
2245,0.42520704322258507,5
655,0.4228552498415432,7
79,0.4225127164937484,7
2197,0.4223414879256108,3
414,0.42231909513795224,3
584,0.4216922193033249,6
47,0.4209818663742902,3
1397,0.42084859042246187,4
646,0.4205195056027162,3
1319,0.4200691034024289,5
470,0.4198582299374747,4
2266,0.41944484876614585,4
2287,0.419343683057868,2
963,0.41930716631021003,4
252,0.4189194092863314,5
1119,0.4188767635654466,3
190,0.4184119144943931,8
230,0.4182707881731915,7
167,0.41822406576323184,8
1861,0.4171658301586797,8
1252,0.4170279433737971,5
1841,0.4169526108125501,3
394,0.41662355501835197,6
1147,0.4164978186359744,8
447,0.41562159605302496,5
353,0.4154435949065559,4
1292,0.4149556136961373,9
